,CN_PPI,CN_IP,CN_EX_YoY,US_PPI,US_IP,EA_PPI,EA_IP,EA_EX_YoY,JP_PPI,JP_IP,JP_EX_YoY,KR_PPI,KR_IP,KR_EX_YoY
2015-02-11,,,-0.1806988086671346,,,,,0.08857395925596645,,,1.6894745734076677,,,2.665320264586546
2015-02-12,,,0.016017940092893923,,,,,0.3518029903254227,,,0.9352150994728747,,,2.376988961322768
2015-02-13,,,-0.12164865946379111,,,,,0.5819079527420223,,,0.8153558688636098,,,1.1393385199660822
2015-02-16,,,-0.10246065670876936,,,,,0.88432967810399,,,0.32964246471134384,,,-0.1274349171672906
2015-02-17,,,0.08160652852227113,,,,,0.9300265721877699,,,1.319822888283384,,,0.274381961423531
2015-02-18,,,-0.07668466626195025,,,,,0.04410337831879385,,,1.5852723088724208,,,1.2013350187793925
2015-02-19,,,-0.04314960126572398,,,,,-0.6107136625370879,,,1.1576438542730605,,,1.3347809426491386
2015-02-20,,,0.11845306697400027,,,,,-0.4028726572079089,,,0.9355332539547678,,,2.141168026941731
2015-02-23,,,0.047987715144914844,,,,,-0.752274317704682,,,1.2606473594548362,,,1.9502322800239114
2015-02-24,,,0.20667446368778375,,,,,-0.20300088261252514,,,-0.025176233635448853,,,0.9833585476550555
2015-02-25,,,0.19850481053997893,,,,,0.415341109932843,,,0.151642796967133,,,0.46789492885805917
2015-02-26,,,0.2868359907058693,,,,,-0.9190526687875566,,,0.03352329869259485,,,0.1565614731342313
2015-02-27,,,0.437345807567846,,,,,-0.911504424778764,,,-0.54826383120119,,,-0.6803887420027244
2015-03-01,-4.6,105.6,,,,-1.94931773879142,,,0.732921664538722,,,,-2.64652253190903,
2015-03-02,,,0.4484304932735439,,,,,-1.9281332164767795,,,1.128706199460927,,,0.05359397567379354
2015-03-03,,,0.5480857065017108,,,,,-1.718092566619922,,,0.6486941870261109,,,-0.14126868392271286
2015-03-04,,,0.4839821150980139,,,,,-2.962833099579243,,,0.8930075821398598,,,0.2734232592052521
2015-03-05,,,0.1790682058005144,,,,,-3.4137779727950845,,,1.0337003109505138,,,-0.6520188200446198
2015-03-06,,,0.11831292168962282,,,,,-4.293775348263107,,,1.4598540145985384,,,-0.22106000970507633
2015-03-09,,,0.14229527068077008,,,,,-4.792837078651679,,,1.9606193200942368,,,0.3142190890347507
2015-03-10,,,0.1103188053592552,,,,,-5.847696095673582,,,2.123356926188058,,,1.1945300254040392
2015-03-11,,,0.10712115882711704,,,,,-6.786532698748449,,,2.203903095558557,,,2.0825625986916174
2015-03-12,,,0.10871998209318612,,,,,-6.1201025913151135,,,1.8047511122303517,,,1.0902035106719055
2015-03-13,,,-0.009586042721798638,,,,,-7.383613482355022,,,1.9263122476446792,,,3.102048968253257
2015-03-16,,,0.05752268950529604,,,,,-5.681412772029959,,,1.625335120643423,,,2.661928694119031
2015-03-17,,,-0.32697982295238903,,,,,-5.287130481378933,,,1.303040427664559,,,2.45673011402352
2015-03-18,,,-0.6871811224489766,,,,,-4.888293118856124,,,0.7163085124104684,,,2.326911553755906
2015-03-19,,,-1.2527693214963054,,,,,-5.271138066357473,,,1.1969532100108982,,,2.33286177155112
2015-03-20,,,-1.0589942744134828,,,,,-2.511291779584468,,,0.4342017368069495,,,1.2425013633884596
2015-03-23,,,-0.8346899039228806,,,,,-0.7087043430855977,,,-0.39926800865081047,,,0.5972130059721525
2015-03-24,,,-0.9166400511018802,,,,,0.4882542607093532,,,-0.8517324071777077,,,-0.5547750279188635
2015-03-25,,,-0.8286102019637531,,,,,1.2907984510418524,,,-1.485516216885363,,,-1.2978154337719205
2015-03-26,,,-0.8176954403896763,,,,,1.9800130755580625,,,-1.8069306930693085,,,-1.756400669444147
2015-03-27,,,-0.7474486129078639,,,,,2.978441754916772,,,-1.9341563786008154,,,-2.4510973809587
2015-03-30,,,-0.8768007154949409,,,,,1.9123881300047163,,,-0.9647097625329781,,,-1.2266433360413553
2015-03-31,,,-0.9507070384277339,,,,,2.061953629798552,,,-0.9985970124618326,,,-2.4645593026327406
2015-04-01,-4.6,105.9,-1.0284254231874623,,,-1.84824902723734,1.04271779347458,1.8250591016548245,-2.06895303469342,,-1.3849958779884486,,-2.17125064867655,-2.7903188682919855
2015-04-02,,,-0.8353336533845401,,,,,2.5365393682225346,,,-1.2697889182058053,,,-3.387455772419734
2015-04-03,,,-0.5763457432291563,,,,,3.260358921356765,,,-1.620906384386378,,,-3.676725017522986
2015-04-06,,,-0.040351868291510495,,,,,3.6437246963562764,,,-1.5301902398676681,,,-3.374033410333477
2015-04-07,,,-0.13217918339056833,,,,,0.5374351371386199,,,0.06651147322913609,,,-1.80541714921848
2015-04-08,,,-0.18508087229419656,,,,,-1.0065885797950092,,,0.18373141807248583,,,-1.1665522102143444
2015-04-09,,,0.006446829771467044,,,,,-2.172717271727176,,,0.35029190992492687,,,-0.9418583589929419
2015-04-10,,,-0.054736299826130264,,,,,-3.5317677043509854,,,0.7707129094412402,,,-0.5992434437856797
2015-04-13,,,0.0789011802972528,,,,,-3.0863632200751057,,,1.1007478363162626,,,-0.288150490671335
